name,address_street,address_suite,address_zip,inspection_date,inspection_score,inspection_type
COTTON BOWL STAND #2,0 FAIR PARK,,75226,2015-04-29,94,routine
COTTON BOWL STAND #3,0 FAIR PARK,,75226,2015-04-29,94,routine
COTTON BOWL STAND #4,515 FAIR PARK,,75226,2015-04-29,94,routine
COTTON BOWL STAND #5,0 FAIR PARK,,75226,2015-04-29,94,routine
COTTON BOWL STAND #8,0 FAIR PARK,,75226,2015-04-29,94,routine
COTTON BOWL STAND #9,0 FAIR PARK,,75226,2015-04-29,94,routine
HAMPTON INN,3051 N STEMMONS FRWY,,75247,2015-04-29,94,routine
ANNIE BLANTON ELEMENTARY,8915 GREENMOUND AVE,,75227,2015-04-29,95,routine
LAKEWOOD CC LADIES' CARDROOM,6430 GASTON AVE,,75214,2015-04-29,95,routine
MY EXECUTIVE SNACK SHOP,4131 N CENTRAL EXPW,#150,75204,2015-04-29,96,routine
PEAK PREPARATORY - SECONDARY SCHOOL,4600 BRYAN ST,1,75204,2015-04-29,96,routine
PEAK PREPARATORY-PRIMARY SCHOOL,1474 ANNEX AVE,,75204,2015-04-29,96,routine
BISHOP DUNNE HIGH SCHOOL GYM,3900 RUGGED DR,,75224,2015-04-29,97,routine
HARMONY SCH OF BUSINESS W SIDE CAFE,8080 PRESIDENT GEORGE BUSH TPKE,,75252,2015-04-29,97,routine
LAKEWOOD CC MEN'S CARDROOM,6430 GASTON AVE,,75214,2015-04-29,97,routine
MEDIEVAL TIMES BAR,2021 N STEMMONS FRWY,,75207,2015-04-29,97,routine
OLD MILL INN,0 FAIR PARK,,75226,2015-04-29,97,routine
PEAK PREPARATORY SECONDARY SCHOOL 3,4600 BRYAN ST,3,75204,2015-04-29,97,routine
BISHOP DUNNE HIGH STADIUM,3900 RUGGED DR,,75224,2015-04-29,100,routine
CESAR CHAVEZ SCHOOL,1710 N CARROLL AVE,,75204,2015-04-29,100,routine
CROSS ROAD COMMUNITY SERVICES,1822 YOUNG ST,,75201,2015-04-29,100,routine
GUCHENHEIMER GRAB AND GO,12500 T I BLVD,8632,75243,2015-04-29,100,routine
GUCKENHEIMER,8505 FOREST LN,,75243,2015-04-29,100,routine
KW BEER & WINE,4910 MILITARY PKWY,,75227,2015-04-29,100,routine
SOUTH CAFETERIA,12500 T I BLVD,8632,75243,2015-04-29,100,routine
EL POLLO REGIO,1939 S BUCKNER BLVD,,75217,2015-04-30,49,routine
LAS ESTRELLA TAQUERIA Y TORTERIA,316 S ST AUGUSTINE RD,,75217,2015-04-30,68,routine
ABHIRUCHI CURRIES,19021 MIDWAY RD,#200,75287,2015-04-30,81,routine
7-11 #25080,17605 MIDWAY RD,,75252,2015-04-30,82,routine
BABY BACK SHAK,1800 S AKARD ST,,75215,2015-04-30,83,routine
VALERO CORNER STORE #2117,19109 PRESTON RD,,75252,2015-04-30,83,routine
WENDY'S #2565,15707 HILLCREST RD,#A,75248,2015-04-30,84,routine
JAMBA JUICE,18204 PRESTON RD,E-2,75252,2015-04-30,85,routine
FLAMING CHEESE SAGANAKI GREEK,9025 FOREST LN,#101,75243,2015-04-30,86,routine
LOUISIANA FAMOUS FRIED CHICKEN,124 S CARROLL AVE,,75226,2015-04-30,86,routine
RICE BOWL EXPRESS,7027 S RL THORNTON FRWY,#1,75232,2015-04-30,86,routine
SHEBA'S ETHIOPIAN KITCHEN,8989 FOREST LN,#136,75243,2015-04-30,86,routine
MOON WOK,8670 SKILLMAN ST,,75243,2015-04-30,87,routine
RECORDS BBQ,2405 S LANCASTER RD,,75216,2015-04-30,87,routine
313 STORE,2524 S LANCASTER RD,,75216,2015-04-30,88,routine
MARK TWAIN SCHOOL,724 GREEN COVE LN,,75232,2015-04-30,88,routine
GATEWAY #15,7027 S RL THORNTON FRWY,,75232,2015-04-30,90,routine
TORTILLERIA EL CHARRITO INC,3275 S POLK ST,,75224,2015-04-30,90,routine
WALGREENS #03957,5101 S LANCASTER RD,,75216,2015-04-30,90,routine
BIRDIE ALEXANDER ELEMENTARY,1830 GOLDWOOD DR,,75232,2015-04-30,91,routine
GOLDEN CHICK,2253 S BUCKNER BLVD,,75217,2015-04-30,91,routine
JUANITA'S,530 CENTRE ST,#B,75208,2015-04-30,91,routine
PAPA MURPHY'S TAKE AND BAKE PIZZA,18110 MIDWAY RD,#101,75287,2015-04-30,91,routine
JOHN H REAGAN SCH,201 N ADAMS AVE,,75208,2015-04-30,93,routine
AMERICAN DOLLAR +,9770 FOREST LN,,75243,2015-04-30,94,routine
FROSTY FREEZE,1202 S AKARD ST,,75215,2015-04-30,94,routine
RUDY'S CHICKEN,3107 S LANCASTER RD,,75216,2015-04-30,94,routine
HIPPO MART,8003 FERGUSON RD,,75228,2015-04-30,97,routine
BENT TREE CC 19TH HOLE,5201 WESTGROVE DR,,75248,2015-05-01,80,routine
BENT TREE CC MAIN,5201 WESTGROVE DR,,75248,2015-05-01,80,routine
LA MICHOACANA MEAT MARKET - TAQUERIA,3380 LOMBARDY LN,,75220,2015-05-01,80,routine
TORTERIA GUERRERO,3474 WEBB CHAPEL EXT,,75220,2015-05-01,81,routine
BENT TREE CC TENNIS,5201 WESTGROVE DR,,75248,2015-05-01,83,routine
DEL NORTE BAKERY,7726 FERGUSON RD,,75228,2015-05-01,83,routine
TWENTY SEVEN,2901 ELM ST,,75226,2015-05-01,84,routine
MATTITO'S TEX MEX,7778 FOREST LN,,75230,2015-05-01,85,routine
7-ELEVEN #35405,3716 MAPLE AVE,,75219,2015-05-01,86,routine
ABSINTHE LOUNGE,1701 S LAMAR ST,,75215,2015-05-01,86,routine
CEDAR SOCIAL,1326 S LAMAR ST,,75215,2015-05-01,86,routine
GREEN FOREST TEXACO,9100 FOREST LN,,75243,2015-05-01,86,routine
LA MICHOACANA MEAT MKT/CARNICERIA,3380 LOMBARDY LN,,75220,2015-05-01,86,routine
STUDIO MOVIE GRILL,11170 N CENTRAL EXPW,,75243,2015-05-01,86,routine
LA MICHOACANA MEAT MARKET- BAKERY,3380 LOMBARDY LN,,75220,2015-05-01,87,routine
RACETRAC PETROLEUM #478,8124 FOREST LN,,75243,2015-05-01,88,routine
BENT TREE CC LAKE,5201 WESTGROVE DR,,75248,2015-05-01,90,routine
BENT TREE CC POOL,5201 WESTGROVE DR,,75248,2015-05-01,91,routine
HAMILTON PARK UNITED METH,11881 SCHROEDER RD,,75243,2015-05-01,93,routine
KINDRED DALLAS HOSPITAL,9525 GREENVILLE AVE,,75243,2015-05-01,93,routine
LA MICHOACAUA MEAT MKT/GROCERY,3380 LOMBARDY LN,,75220,2015-05-01,93,routine
BURGER KING,6085 SAMUELL BLVD,,75228,2015-05-01,94,routine
C-STORE #12,4040 CEDAR SPRINGS RD,,75219,2015-05-01,94,routine
JP'S CAFE,2902 S BUCKNER BLVD,#255,75227,2015-05-04,80,routine
YO'S SPOT I SPOT,2802 LAGOW ST,,75210,2015-05-04,80,routine
RESTAURANT TAQUERIA CHOLU,6886 SHADY BROOK LN,,75231,2015-05-04,81,routine
J D'S SPORTS BAR & GRILL,1575 REGAL ROW,,75247,2015-05-04,82,routine
NORMA'S CAFE,17721 DALLAS PKWY,#130,75287,2015-05-04,82,routine
CHINA WOK,4849 SUNNYVALE ST,,75216,2015-05-04,83,routine
P F CHANG'S CHINA BISTRO,225 NORTHPARK S/C,,75225,2015-05-04,83,routine
WESTERN CHICKEN,6868 SHADY BROOK LN,,75231,2015-05-04,84,routine
JAMIE SUSHI,3939 FRANKFORD RD,,75287,2015-05-04,85,routine
LITTLE CAESARS PIZZA,3220 FALLS DR,3,75211,2015-05-04,86,routine
SUSHI WASABI,14902 PRESTON RD,1000A,75254,2015-05-04,87,routine
NOVA ACADEMY,6459 SCYENE RD,,75227,2015-05-04,88,routine
SUBWAY SANDWICHES,16110 DALLAS PKWY,,75248,2015-05-04,88,routine
EL POLLO REGIO,1939 S BUCKNER BLVD,,75217,2015-05-04,89,routine
SEASON'S 52,8687 N CENTRAL EXPW,#B307,75225,2015-05-04,89,routine
BARACK OBAMA MALE LEADERSHIP ACADE,4730 S LANCASTER RD,,75216,2015-05-04,90,routine
IHOP,1626 W MOCKINGBIRD LN,,75235,2015-05-04,90,routine
TIENDA ANA SALVADORENA,3106 DAWES DR,,75211,2015-05-04,90,routine
BENT TREE EXXON/ICE CREAM,16110 DALLAS PKWY,,75287,2015-05-04,91,routine
DEL NORTE BAKERY #4,3210 FALLS DR,,75211,2015-05-04,91,routine
PIZZA HUT,14760 PRESTON RD,,75254,2015-05-04,91,routine
FAMILY DOLLAR #1336,3230 FALLS DR,,75211,2015-05-04,93,routine
MCDONALD'S,1808 S BELTLINE RD,,75253,2015-05-04,94,routine
RAMADA INN,1575 REGAL ROW,,75247,2015-05-04,94,routine
INSPIRED VISION ACADEMY II,8501 BRUTON RD,,75217,2015-05-04,95,routine
ASCHER SILBERSTEIN ELEMENTARY,5940 HOLLIS AVE,,75227,2015-05-04,97,routine
CLINTON P RUSSELL SCHOOL,3031 S BECKLEY AVE,,75224,2015-05-04,97,routine
CVS PHARMACY #5894,13033 COIT RD,,75240,2015-05-04,97,routine
SOUTH OAK CLIFF H S,3601 S MARSALIS AVE,,75216,2015-05-04,97,routine
WALGREENS #13930,11700 PRESTON RD,#703,75230,2015-05-04,97,routine
WENDY'S #9410,5215 SPRING VALLEY RD,,75240,2015-05-04,97,routine
CAROLYN C BUKHAIR ELEMENTARY,13900 MAHAM RD,,75240,2015-05-04,100,routine
SEASONS 52 (BAR),8687 N CENTRAL EXPW,#B307,75225,2015-05-04,100,routine
GUERREROS TAQUERIA,4307 DUNCANVILLE RD,#150,75236,2015-05-05,71,routine
3 FORKS RESTAURANT,17776 DALLAS PKWY,,75287,2015-05-05,80,routine
BURGER KING,3004 S BUCKNER BLVD,,75227,2015-05-05,80,routine
EMILY'S GROCERY,1818 METROPOLITAN AVE,,75215,2015-05-05,80,routine
HOUSE OF BAR-B-Q,2320 MLK BLVD,,75215,2015-05-05,80,routine
K QUICK SHOP,4311 S MALCOLM X BLVD,,75215,2015-05-05,80,routine
LA MICHOACANA MEAT MARKET #7,833 N WESTMORELAND RD,,75211,2015-05-05,80,routine
RODEO GOAT,1926 N MARKET CENTER BLVD,,75207,2015-05-05,80,routine
LOS LULO'S ASIAN FOOD,10817 DENTON DR,#B,75220,2015-05-05,81,routine
DAILY QUICK GROCERIES,1906 RECORD CROSSING RD,,75235,2015-05-05,82,routine
GOOD LUCK DRIVE IN #3,5018 SECOND AVE,,75210,2015-05-05,82,routine
LEKKA,17606 PRESTON RD,,75252,2015-05-05,82,routine
KWIK STOP #9,1909 MLK BLVD,,75215,2015-05-05,83,routine
MAGUIRE'S RESTAURANT,17552 DALLAS PKWY,,75287,2015-05-05,83,routine
ZENNA THAI & JAPANESE,300 N AKARD ST,#110,75201,2015-05-05,83,routine
OAK,1628 OAK LAWN AVE,#A,75207,2015-05-05,84,routine
I HEART YOGURT,10720 PRESTON RD,#1006,75230,2015-05-05,85,routine
LA MICHOACANA MEAT MARKET #7,833 N WESTMORELAND RD,,75211,2015-05-05,85,routine
ROGERS ELEMENTARY SCHOOL,5314 ABRAMS RD,,75214,2015-05-05,85,routine
USA DONUTS,920 N WESTMORELAND RD,,75211,2015-05-05,85,routine
CORNER BAKERY CAFE,11700 PRESTON RD,#880,75230,2015-05-05,86,routine
DALLAS RENAISSANCE HOTEL ASADOR,2222 N STEMMONS FRWY,,75207,2015-05-05,86,routine
LITTLE DIPPER CAFETERIA,1626 MAIN ST,,75201,2015-05-05,86,routine
SOUTH COAST CAFE,1627 PACIFIC AVE,#A1,75201,2015-05-05,86,routine
NM-ZODIAC REST,1626 MAIN ST,,75201,2015-05-05,87,routine
GOLDEN RULE SCHOOL,10747 BRUTON RD,,75217,2015-05-05,88,routine
GRAB AND GO,1627 PACIFIC AVE,B-3,75201,2015-05-05,88,routine
MILLENIUM MART #34009,3400 LOMBARDY LN,#108,75220,2015-05-05,88,routine
BISHOP LYNCH CAFETERIA,9750 FERGUSON RD,,75228,2015-05-05,89,routine
GORDITAS AHUALULCO SLP,1209 FORT WORTH AVE,#102,75208,2015-05-05,89,routine
HERRERA'S CAFE,3311 SYLVAN AVE,#A,75212,2015-05-05,89,routine
RUBEN GROCERY,1207 E RED BIRD LN,,75241,2015-05-05,89,routine
BEYOND THE BOX,325 N ST PAUL ST,#G-8,75201,2015-05-05,90,routine
NEIGHBORHOOD SERVICES PRRESTON ROYAL,10720 PRESTON RD,1101,75230,2015-05-05,90,routine
NEIMAN MARCUS FRESH MARKET,1605 COMMERCE ST,,75201,2015-05-05,90,routine
SAGE DINING URSULINE ACADEMY,4900 WALNUT HILL LN,,75229,2015-05-05,90,routine
WINGSTOP,3400 LOMBARDY LN,#107,75220,2015-05-05,90,routine
ZION LUTHERAN SCHOOL,6121 E LOVERS LN,,75214,2015-05-05,90,routine
ZODIAC RESTAURANT BAR,1626 MAIN ST,,75201,2015-05-05,90,routine
CARMINE'S PIZZERIA,2006 SAN JACINTO ST,#100,75201,2015-05-05,91,routine
DALLAS ACADEMY,950 TIFFANY WAY,,75218,2015-05-05,91,routine
DALLAS RENAISSANCE HOTEL/BANQUET KITCHEN,2222 N STEMMONS FRWY,,75207,2015-05-05,92,routine
CHURCH'S CHICKEN,14115 COIT RD,,75254,2015-05-05,93,routine
NEIMANS EXPRESSO BAR,1626 MAIN ST,,75201,2015-05-05,93,routine
SHELL ON 75,13910 N CENTRAL EXPW,,75243,2015-05-05,93,routine
C A TATUM ELEMENTARY SCHOOL,3002 N ST AUGUSTINE RD,,75217,2015-05-05,94,routine
EDWARD TITCHES ELEMENTARY,9560 HIGHFIELD DR,,75227,2015-05-05,94,routine
GOOD LUCK,332 W COMMERCE ST,,75202,2015-05-05,94,routine
JACK IN THE BOX #3739,7260 N STEMMONS FRWY,,75247,2015-05-05,94,routine
SUBWAY #26236,2100 ROSS AVE,#220,75201,2015-05-05,94,routine
TACO BELL,15208 MONTFORT DR,,75248,2015-05-05,94,routine
SAM'S CLUB #8248/DELI,9461 WEBB CHAPEL RD,,75220,2015-05-05,96,routine
SAM'S CLUB GROCERY/PRODUCE,9461 WEBB CHAPEL RD,,75220,2015-05-05,96,routine
URSULINE ACADEMY CONCESSI,4900 WALNUT HILL LN,,75229,2015-05-05,96,routine
WHATABURGER,8850 N STEMMONS FRWY,,75247,2015-05-05,96,routine
BIG LOTS #4652,2128 FORT WORTH AVE,,75211,2015-05-05,97,routine
CORNER BAKERY,600 N PEARL EXPW,#100,75201,2015-05-05,97,routine
GEMSTONE BANQUETS - 7TH FLOOR,13111 N CENTRAL EXPW,,75243,2015-05-05,97,routine
MURPHY'S DELI,2001 ROSS AVE,#150,75201,2015-05-05,97,routine
PIZZA PATRON,3400 LOMBARDY LN,#104,75230,2015-05-05,97,routine
SAM'S #8248 MEAT & FISH,9461 WEBB CHAPEL RD,,75220,2015-05-05,97,routine
SNACKS 2 GO,2100 ROSS AVE,270,75201,2015-05-05,97,routine
1ST METHODIST CHURCH,1928 ROSS AVE,,75201,2015-05-05,100,routine
BANQUET HALL - 9TH FLOOR,13111 N CENTRAL EXPW,,75243,2015-05-05,100,routine
BOLLA 8 CAFE,11180 HARRY HINES BLVD,#108,75229,2015-05-05,100,routine
REUNION BREWING COMPANY,1001 N RIVERFRONT BLVD,,75207,2015-05-05,100,routine
SAM'S CLUB #8248/BAKERY,9461 WEBB CHAPEL RD,,75220,2015-05-05,100,routine
ZENNA,3950 ROSEMEADE PKWY,#100,75252,2015-05-06,90,follow-up
BB'S HOMESTYLE,4805 SPRING AVE,,75210,2015-05-06,55,routine
MARACAS COCINA MEXICANA,2914 MAIN ST,,75226,2015-05-06,71,routine
LAKEWOOD'S 1ST & 10,6465 E MOCKINGBIRD LN,#316,75214,2015-05-06,75,routine
WORLD OF SPICES,13340 AUDELIA RD,#136,75243,2015-05-06,78,routine
KEMET KITCHEN,2933 COMMERCE ST,#100,75226,2015-05-06,80,routine
LAKEHILL PREP SCHOOL,2720 HILLSIDE DR,,75214,2015-05-06,80,routine
TAQUERIA LA BENDICION DE DIOS,3662 W CAMP WISDOM RD,#2029,75237,2015-05-06,80,routine
JENAS ALLGOOD CAFE,2934 MAIN ST,,75226,2015-05-06,81,routine
AFRIKA FUSION,18900 N DALLAS PKWY,#120,75287,2015-05-06,82,routine
CINDI'S DELI & BAKERY,7522 CAMPBELL RD,#117,75248,2015-05-06,85,routine
HUMPERDINK'S,2208 W NORTHWEST HWY,,75220,2015-05-06,85,routine
TOM THUMB #3614 DELI,315 S HAMPTON RD,,75208,2015-05-06,85,routine
BAKE AND PLAY CAFE,6434 E MOCKINGBIRD LN,#105,75214,2015-05-06,86,routine
BRAUM'S ICE CREAM #53,11821 PLANO RD,,75243,2015-05-06,86,routine
CHINA PAN,13331 PRESTON RD,#1038,75240,2015-05-06,86,routine
HARMONY SCHOOL OF NATURE/1ST FLR/WEST WING,8120 W CAMP WISDOM RD,FLR 1,75249,2015-05-06,86,routine
MAMBO SEAFOOD #9,2212 W NORTHWEST HWY,,75220,2015-05-06,86,routine
THE CORNER FRESH FOOD MEXICAN TAQUERIA & MORE,13331 PRESTON RD,#1042,75240,2015-05-06,87,routine
WHATABURGER #608,18180 DALLAS PKWY,,75287,2015-05-06,87,routine
PAPPADEAUX SEAFOOD,10428 LOMBARDY LN,,75220,2015-05-06,88,routine
PT'S MENS CLUB,10601 PLANO RD,,75238,2015-05-06,88,routine
TACO BUENO #3013,3950 LEMMON AVE,,75219,2015-05-06,88,routine
GOLDEN STAR DONUTS,7632 CAMPBELL RD,#318,75248,2015-05-06,90,routine
GOLDEN CHICK,11823 PLANO RD,,75243,2015-05-06,91,routine
T G TERRY SCH,6661 GREENSPAN DR,,75232,2015-05-06,91,routine
TOM THUMB #3614,315 S HAMPTON RD,,75208,2015-05-06,92,routine
LAKEWOOD GROWLER,6448 E MOCKINGBIRD LN,,75214,2015-05-06,93,routine
NOTHING BUNDT CAKES,10720 PRESTON RD,1101B,75230,2015-05-06,93,routine
CARNIVAL FOOD STORE #77 BAKERY,3460 WEBB CHAPEL EXT,,75220,2015-05-06,94,routine
OJEDA'S,4617 MAPLE AVE,,75219,2015-05-06,94,routine
SHOP T MART,12307 PLANO RD,,75243,2015-05-06,94,routine
TACO BELL,11702 PLANO RD,,75243,2015-05-06,94,routine
CARNIVAL FOOD STORE #77 DELI,3460 WEBB CHAPEL EXT,,75220,2015-05-06,96,routine
CARNIVAL FOOD STORE #77 JUICE,3460 WEBB CHAPEL EXT,,75220,2015-05-06,96,routine
CARNIVAL FOOD STORE #77 MEAT,3460 WEBB CHAPEL EXT,,75220,2015-05-06,96,routine
CARNIVAL FOOD STORE #77 SEAFOOD,3460 WEBB CHAPEL EXT,,75220,2015-05-06,96,routine
DOLLAR TREE,6465 E MOCKINGBIRD LN,#370,75214,2015-05-06,96,routine
VALERO CORNER STORE # 2268,3434 WEBB CHAPEL EXT,,75220,2015-05-06,96,routine
BASKIN ROBBINS,8411 PRESTON RD,#120,75225,2015-05-06,97,routine
CARNIVAL FOOD STORES #77/GROCERY,3460 WEBB CHAPEL EXT,,75220,2015-05-06,97,routine
COLUMBIA KWIK STOP,106 S FITZHUGH AVE,,75226,2015-05-06,97,routine
SPLASH N DASH CAR WASH,12251 PLANO RD,,75243,2015-05-06,97,routine
TOM THUMB #3614 BAKERY,315 S HAMPTON RD,,75208,2015-05-06,97,routine
TOM THUMB #3614/STARBUCKS,315 S HAMPTON RD,,75208,2015-05-06,97,routine
YOGURT ZONE,4103 LEMMON AVE,,75219,2015-05-06,97,routine
CARNIVAL FOOD STORE #77 PRODUCE,3460 WEBB CHAPEL EXT,,75220,2015-05-06,100,routine
DALLAS CAN ACADEMY,4621 ROSS AVE,,75204,2015-05-06,100,routine
HIELO DEL CIELO (KIOSK),3460 WEBB CHAPEL EXT,,75220,2015-05-06,100,routine
E RAE KOREAN RESTAURANT,11434 EMERALD ST,#108,75229,2015-05-07,68,routine
FUSION 007,9750 WALNUT ST,#124,75243,2015-05-07,72,routine
TROLLEY STOP CAFE,400 N ST PAUL ST,#130,75201,2015-05-07,73,routine
THE WILD TURKEY,2470 WALNUT HILL LN,,75229,2015-05-07,76,routine
JUSMEX,400 N ST PAUL ST,#110,75201,2015-05-07,77,routine
LA COCINITA,9415 S RL THORNTON FRWY,#B,75232,2015-05-07,80,routine
NAMOO KOREAN RESTAURANT HOUSE OF TREES,11425 GOODNIGHT LN,,75220,2015-05-07,80,routine
TEXAS TORAH SCHOOL KITCHEN,6506 FRANKFORD RD,,75252,2015-05-07,80,routine
7-ELEVEN STORE #34567,711 ELM ST,#102,75202,2015-05-07,81,routine
BURGER STREET,5657 E MOCKINGBIRD LN,,75206,2015-05-07,81,routine
PENNE POMODORO,11661 PRESTON RD,#143,75230,2015-05-07,81,routine
SZECHUAN HUNAN RESTAURANT,4117 LEMMON AVE,,75219,2015-05-07,81,routine
THE REGENCY HOTEL,11350 LBJ FRWY,,75238,2015-05-07,81,routine
RAINBOW ICE CREAM,3446 WEBB CHAPEL EXT,#A,75220,2015-05-07,82,routine
TEJANO BBQ & MORE,17509 COIT RD,#2,75252,2015-05-07,82,routine
K CONVENIENCE -LOUISIANA FAMOUS FRIED CHICKEN,4818 SECOND AVE,,75210,2015-05-07,84,routine
K'TOWN KITCHEN,600 N PEARL ST,#H102,75201,2015-05-07,84,routine
TACHITO'S MEXICAN,3210 W ILLINOIS AVE,,75211,2015-05-07,84,routine
THE MEADOWS HEALTH 7 REHABILITATION,8383 MEADOW RD,,75231,2015-05-07,85,routine
EL CENTRO FSI,801 MAIN ST,,75202,2015-05-07,86,routine
TWO PODNERS,1441 ROBERT B CULLUM BLVD,,75210,2015-05-07,86,routine
GREENZ,11300 N CENTRAL EXPW,#104,75243,2015-05-07,87,routine
TURTLE CAFE,3811 TURTLE CREEK BLVD,#B100,75219,2015-05-07,87,routine
CRISPY CHICKEN AND RICE,3446 WEBB CHAPEL EXT,#B,75220,2015-05-07,88,routine
R L THORNTON ELEMENTARY,6011 OLD OX RD,,75241,2015-05-07,88,routine
MCDONALDS,3520 STOREY LN,,75220,2015-05-07,89,routine
T L MARSALIS ELEMENTARY,5640 S MARSALIS AVE,,75241,2015-05-07,89,routine
ZAGUAN EXPRESS,325 N ST PAUL ST,C1&C6,75201,2015-05-07,89,routine
ADVENTURE LANDING,17717 COIT RD,,75252,2015-05-07,90,routine
AKIBA YAUNEH ACADEMY,12324 MERIT DR,,75251,2015-05-07,90,routine
BRYAN ADAMS HIGH SCHOOL,2101 MILLMAR DR,,75228,2015-05-07,90,routine
W . H. GASTON MIDDLE SCH,9565 MERCER ST,,75228,2015-05-07,90,routine
ST ELIZABETH OF HUNGARY SCHOOL,4019 S HAMPTON RD,,75224,2015-05-07,91,routine
SUBWAY SANDWICHES,400 N ST PAUL ST,#100,75201,2015-05-07,91,routine
AIDS INTERFAITH NETWORK,2707 N STEMMONS FRWY,#140,75207,2015-05-07,92,routine
BURGER KING,5456 E MOCKINGBIRD LN,#100,75206,2015-05-07,92,routine
GILL ELEMENTARY,10910 FERGUSON RD,,75228,2015-05-07,92,routine
THE HOSPITALITY SWEET LLC,400 N ERVAY ST,#175,75201,2015-05-07,92,routine
E-Z TRIP FOOD STORE,9811 WALNUT HILL LN,,75238,2015-05-07,93,routine
GATEWAY NEWSTAND,12770 MERIT DR,#123,75251,2015-05-07,93,routine
WALGREENS #04817,6515 ABRAMS RD,,75231,2015-05-07,93,routine
WM B TRAVIS SCHOOL,3001 MCKINNEY AVE,,75204,2015-05-07,93,routine
MCDONALDS PARRISH FOODS,3026 N HAMPTON RD,,75212,2015-05-07,94,routine
NEW URBAN BLEND @ ANTIOCH COMMISSARY,805 ELM ST,,75202,2015-05-07,94,routine
STATE FAIR OF TEXAS,1610 FUN WAY,,75210,2015-05-07,94,routine
SUBWAY #43800,801 MAIN ST,,75202,2015-05-07,94,routine
TACO BELL #1089,5506 E MOCKINGBIRD LN,,75206,2015-05-07,94,routine
ACADEMY,3303 POTTER'S HOUSE WAY,,75236,2015-05-07,95,routine
JASON'S DELI,5400 E MOCKINGBIRD LN,#123,75206,2015-05-07,95,routine
PALETERIA LA SUPER,3439 BANNING ST,,75233,2015-05-07,96,routine
ALL SAINTS ELEM SCHOOL,7777 OSAGE PLAZA PKWY,,75252,2015-05-07,97,routine
CHURCH'S CHICKEN #1051,10545 HARRY HINES BLVD,,75220,2015-05-07,97,routine
COWBOY SALOON,10241 N WALTON WALKER BLVD,,75220,2015-05-07,97,routine
DICKEY'S BARBEQUE,726 N HARWOOD ST,,75201,2015-05-07,97,routine
GREEK ORTHODOX CHURCH,13555 HILLCREST RD,,75240,2015-05-07,97,routine
LITTLE ORANGE CANTINA,600 N PEARL ST,#G101,75201,2015-05-07,97,routine
OJEDA'S BAR,4617 MAPLE AVE,,75219,2015-05-07,97,routine
SERJ,400 N ST PAUL ST,#105,75201,2015-05-07,97,routine
THE GRAPEVINE BAR,3902 MAPLE AVE,,75219,2015-05-07,97,routine
URBAN BLEND @ ANTIOCH KIOSK,805 ELM ST,,75202,2015-05-07,97,routine
DONGBOSUNG,11445 EMERALD ST,#115,75229,2015-05-07,100,routine
GATEWAY NEWSTAND,700 N PEARL EXPW,#N108,75201,2015-05-07,100,routine
MICHELADAS RESTAURANT,2828 WEBB CHAPEL EXT,,75220,2015-05-07,100,routine
LA JAVITA,9508 OVERLAKE DR,,75220,2015-05-08,76,routine
SOUTHERN MAID DONUTS,655 W ILLINOIS AVE,#303,75224,2015-05-08,82,routine
TENOCHTITLAN,6752 SHADYBROOK LN,#206,75231,2015-05-08,83,routine
DONUT PALACE,415 S CARROLL AVE,#104,75223,2015-05-08,84,routine
PAESANOS CAFE,8360 LBJ FRWY,#125,75243,2015-05-08,85,routine
WHOLE FOODS MARKET - KITCHEN,8190 PARK LN,#351,75231,2015-05-08,89,routine
LUPITA CAFE,11111 WALNUT HILL LN,#104,75238,2015-05-08,90,routine
EL POLLO LOCO,9425 FOREST LN,,75243,2015-05-08,91,routine
SUBWAY #32444,10660 PLANO RD,#114,75238,2015-05-08,91,routine
M SADIG FOOD MART,2439 WALNUT HILL LN,,75229,2015-05-08,92,routine
HEALTHSOUTH REHABILITATION HOSPITAL OF DALLAS,7930 NORTHAVEN RD,,75230,2015-05-08,93,routine
WHOLE FOODS MARKET - BAKERY,8190 PARK LN,#351,75231,2015-05-08,94,routine
LUMIN LINDSLEY PARK COMMUNITY SCHOOL,7130 LINDSLEY AVE,,75223,2015-05-08,95,routine
BLUE SUSHI SAKE GRILL,7859 WALNUT HILL LN,#100,75230,2015-05-08,96,routine
DALLAS DREAMS CLUB,7035 GREENVILLE AVE,#E,75231,2015-05-08,96,routine
EL DISTRITO,6752 SHADY BROOK LN,#210,75231,2015-05-08,97,routine
JEWISH COMMUNITY CENTER,7900 NORTHAVEN RD,,75230,2015-05-08,97,routine
WHOLE FOODS MARKET - CHEESE-WINE SPEC,8190 PARK LN,#351,75231,2015-05-08,97,routine
WHOLE FOODS MARKET - MEAT/SMOKEHOUSE,8190 PARK LN,#351,75231,2015-05-08,97,routine
WHOLE FOODS MARKET - SEAFOOD,8190 PARK LN,#351,75231,2015-05-08,97,routine
WILLIE B JOHNSON RECREATION CENTER,12225 WILLOWDELL DR,,75243,2015-05-08,97,routine
LUMIN EAST DALLAS COMMUNITY SCHOOL,924 WAYNE ST,,75223,2015-05-08,100,routine
STARBUCKS 1ST FL,7502 GREENVILLE AVE,#200,75231,2015-05-08,100,routine
WHOLE FOODS MARKET - GROCERY,8190 PARK LN,#351,75231,2015-05-08,100,routine
BO BO CHINA RESTAURANT,10630 CHURCH RD,,75238,2015-05-09,86,routine
