name,address_street,address_suite,address_zip,inspection_date,inspection_score,inspection_type
DAMI KOREAN FUSION & SUSHI,17421 PRESTON RD,,75252,2017-01-05,76,routine
COURTYARD BY MARRIOTT,2930 FOREST LN,,75234,2017-01-05,78,routine
GOOD TIME FOOD MART,7730 FERGUSON RD,,75228,2017-01-05,79,routine
7-7-ELEVEN #33121,4200 ABRAMS RD,,75214,2017-01-05,80,routine
BUCA DI BEPPO,7843 PARK LN,,75225,2017-01-05,80,routine
LAKE HOUSE,7510 E NORTHWEST HWY,,75238,2017-01-05,80,routine
SMOOTHIE FACTORY,8702 S POLK ST,,75232,2017-01-05,80,routine
SUBWAY,8702 S POLK ST,,75232,2017-01-05,81,routine
DAILY QUICK GROCERIES,1906 RECORD CROSSING RD,,75235,2017-01-05,82,routine
DJ'S SPORTS BAR & GRILL,17449 PRESTON RD,,75252,2017-01-05,83,routine
HUNT FOOD,7932 GREAT TRINITY FOREST WAY,#101A,75217,2017-01-05,84,routine
WETZEL'S PRETZELS,8687 N CENTRAL EXPW,#2368,75225,2017-01-05,84,routine
BRAUM'S ICE CREAM #256,3441 FOREST LN,,75234,2017-01-05,85,routine
PHO KITCHEN,8687 N CENTRAL EXPW,#2378,75225,2017-01-05,85,routine
EDELIN'S SHAKES & CAKES,11200 HARRY HINES BLVD,#S3,75229,2017-01-05,86,routine
FOREST CENTRAL DELI & SUN,11551 FOREST CENTRAL DR,#122,75243,2017-01-05,86,routine
BOSTON MARKET #971,6333 E MOCKINGBIRD LN,#165,75214,2017-01-05,87,routine
ACADIA ASSISTED LIVING,3344 FOREST LN,,75234,2017-01-05,88,routine
BOSTON MARKET #971,6333 E MOCKINGBIRD LN,#165,75214,2017-01-05,88,routine
THE BENTLEY,3362 FOREST LN,,75234,2017-01-05,88,routine
Z SOLUTIONS (TM46),8702 S POLK ST,,75232,2017-01-05,88,routine
DISTRICT FOOD & WINE,921 N RIVERFRONT BLVD,#300,75207,2017-01-05,89,routine
JAMUNA TRADING,1959 N STEMMONS FRWY,,75207,2017-01-05,89,routine
TIA DOR'AS BAKERY,2478 W ILLINOIS AVE,,75233,2017-01-05,89,routine
WHATABURGER,9394 LBJ FRWY,,75243,2017-01-05,89,routine
AQUI ME QUEDO,7840 LAKE JUNE RD,#B,75217,2017-01-05,90,routine
QUE BUEN TACO,8131 BRUTON RD,,75217,2017-01-05,90,routine
7-ELEVEN STORE #39443,9351 LBJ FRWY,,75243,2017-01-05,91,routine
BURGER ISLAND,14999 PRESTON RD,#104,75254,2017-01-05,91,routine
EINSTEIN BROS BAGEL #2856,6333 E MOCKINGBIRD LN,#153,75214,2017-01-05,91,routine
FAMILY DOLLAR #6817,900 E VERMONT AVE,,75216,2017-01-05,91,routine
SI LOM THAI ASIAN FUSION,3300 OAK LAWN AVE,#110,75219,2017-01-05,91,routine
SUBWAY SANDWICHES,2445 W NORTHWEST HWY,#107,75220,2017-01-05,91,routine
WHOLE FOODS MARKET (PREPARED FOODS & SUSHI),2510 MCKINNEY AVE,,75201,2017-01-05,91,routine
ABRAMS DELI,9330 LBJ FRWY,#100,75231,2017-01-05,92,routine
COLUMBIA KWIK STOP,106 S FITZHUGH AVE,,75226,2017-01-05,92,routine
99 CENTS ONLY STORE,9009 BRUTON RD,#426,752172042,2017-01-05,93,routine
AMAZING THAI,13021 COIT RD,#100,75240,2017-01-05,93,routine
HUNT'S FOOD STORE,7932 GREAT TRINITY FOREST WAY,#101A,75217,2017-01-05,93,routine
KONNI'S KORNER,12801 N CENTRAL EXPW,#190,75243,2017-01-05,93,routine
WHOLE FOODS MARKET (SEAFOOD/MEAT),2510 MCKINNEY AVE,,75201,2017-01-05,93,routine
AUNTE ANNE'S SOFT PRETZELS,8687 N CENTRAL EXPW,#2410,75206,2017-01-05,94,routine
CVS PHARMACY #7623,4610 FRANKFORD RD,,75252,2017-01-05,94,routine
HILDA'S GROCERY,1016 MURDOCK RD,,75217,2017-01-05,94,routine
KFC,5240 SPRING VALLEY RD,,75254,2017-01-05,94,routine
TACO BELL,4616 FRANKFORD RD,,75287,2017-01-05,95,routine
THE BALCONY CLUB,1825 ABRAMS RD,#B,75214,2017-01-05,95,routine
INFORMAT PAVILLION,1950 N STEMMONS FRWY,1042,75207,2017-01-05,96,routine
WALNUT GAS & MORE,13010 ABRAMS RD,,75243,2017-01-05,96,routine
CULINARY KITCHEN & BEYOND,2156 W NORTHWEST HWY,#312,75220,2017-01-05,97,routine
GATEWAY NEWSTAND,1950 N STEMMONS FRWY,#1050,75207,2017-01-05,97,routine
REFRESQUERIA SAN LUIS,11200 HARRY HINES BLVD,#S5,75229,2017-01-05,97,routine
WHOLE FOODS MARKET (BAKERY),2510 MCKINNEY AVE,,75201,2017-01-05,97,routine
WHOLE FOODS MARKET (BBQ),2510 MCKINNEY AVE,,75201,2017-01-05,97,routine
WHOLE FOODS MARKET (FOOD COUNTER/ SALAD BARS),2510 MCKINNEY AVE,,75201,2017-01-05,97,routine
WHOLE FOODS MARKET (PRODUCE),2510 MCKINNEY AVE,,75201,2017-01-05,97,routine
WHOLE FOODS MARKET (SQUEEZE & GRIND),2510 MCKINNEY AVE,,75201,2017-01-05,97,routine
WHOLE FOODS MARKET (TAP ROOM),2510 MCKINNEY AVE,,75201,2017-01-05,100,routine
CAMPISI'S PIZZA,1520 ELM ST,#111,75201,2017-01-06,88,follow-up
GRANDY'S,3230 W CAMP WISDOM RD,HFC #,75237,2017-01-06,61,routine
YUMMI DONUTS,8702 S LANCASTER RD,#110,75241,2017-01-06,81,routine
JJS CHICKEN N RICE,8702 S LANCASTER RD,#130,75241,2017-01-06,82,routine
MCDONALDS,8333 S LANCASTER RD,,75241,2017-01-06,87,routine
DAVIDS OAKCLIFF PIZZA,1315 W DAVIS ST,,75208,2017-01-06,88,routine
PILOT TRAVEL CENTER #433,8787 S LANCASTER RD,,75241,2017-01-06,88,routine
TOM THUMB #3570 (DELI),7331 GASTON AVE,#130,75214,2017-01-06,90,routine
PILOT TRAVEL CENTER #433/WENDY'S,8787 S LANCASTER RD,,75241,2017-01-06,91,routine
SPIRAL DINER & BAKERY,1101 N BECKLEY AVE,,75203,2017-01-06,91,routine
THE PIE PLACE,1335 PLOWMAN AVE,,75203,2017-01-06,91,routine
BASKIN ROBBINS,2433 W KIEST BLVD,,75233,2017-01-06,92,routine
RALPH'S PIZZA,2636 FRANKFORD RD,#103,75252,2017-01-06,92,routine
TOM THUMB #1540 DELI,3757 FOREST LN,,75234,2017-01-06,93,routine
7-ELEVEN,4590 FRANKFORD RD,,75252,2017-01-06,94,routine
TOM THUMB #1540 MEAT & SEAFOOD,3757 FOREST LN,,75234,2017-01-06,95,routine
TOM THUMB #3570 (PRODUCE),7331 GASTON AVE,#130,75214,2017-01-06,96,routine
TOM THUMB #1540 BAKERY,3757 FOREST LN,,75234,2017-01-06,97,routine
TOM THUMB #1540 STARBUCKS,3757 FOREST LN,,75234,2017-01-06,98,routine
TOM THUMB #3570 (BAKERY),7331 GASTON AVE,#130,75214,2017-01-06,99,routine
TOM THUMB FOOD AND DRUG #1540,3757 FOREST LN,,75234,2017-01-06,99,routine
CHA CHA PIZZA,13015 JUPITER RD,200,75238,2017-01-07,85,routine
BEST THAI DINER,9170 LBJ FRWY,,75243,2017-01-07,89,routine
HOT DONUTS & BAKERY,12915 JUPITER RD,,75238,2017-01-07,91,routine
CASHSAVER MEAT MARKET,2130 E LEDBETTER DR,,75216,2017-01-07,93,routine
SWEET GEORGIA BROWN,2840 E LEDBETTER DR,,75216,2017-01-07,93,routine
CASHSAVER DELI,2130 E LEDBETTER DR,,75216,2017-01-07,96,routine
CHEDDAR'S,12355 GREENVILLE AVE,,75243,2017-01-07,96,routine
KFC,2802 E LEDBETTER DR,,75241,2017-01-07,96,routine
WILLIAMS FRIED CHICKEN,4875 SUNNYVALE ST,,75216,2017-01-07,96,routine
CASHSAVER /PRODUCE,2130 E LEDBETTER DR,,75216,2017-01-07,97,routine
CASHSAVER BAKERY,2130 E LEDBETTER DR,,75216,2017-01-07,97,routine
DOMINO'S PIZZA #6564,4880 SUNNYVALE ST,#2714,75216,2017-01-07,97,routine
N & R STATION,2104 E LEDBETTER DR,,75216,2017-01-07,97,routine
CASHSAVER GROCERY,2130 E LEDBETTER DR,,75216,2017-01-07,98,routine
U S ONE STOP FOOD MART,12909 JUPITER RD,,75238,2017-01-07,99,routine
E-Z TRIP FOOD STORE,9811 WALNUT HILL LN,,75238,2017-01-07,100,routine
WALGREENS,9807 WALNUT HILL LN,,75238,2017-01-07,100,routine
HENDERSON CHICKEN,3103 GRAND AVE,,75215,2017-01-08,90,routine
MYRTLE SUPER DELI,3945 MYRTLE ST,,75215,2017-01-08,91,routine
FRIENDLY FOOD STORE,2200 CEDAR CREST BLVD,,75203,2017-01-08,94,routine
PACKING HOUSE MARKET,3117 S MALCOLM X BLVD,,75215,2017-01-08,95,routine
RESTAURANT,1000 S AUSTIN ST,,75215,2017-01-08,95,routine
BAR,1000 S AUSTIN ST,,75215,2017-01-08,96,routine
DONUT 4 YOU,3330 HATCHER ST,#B,75215,2017-01-08,97,routine
GATEWAY #30,3305 GRAND AVE,,75210,2017-01-08,97,routine
CHEVRON FOOD MART,3306 GRAND AVE,,75210,2017-01-08,99,routine
K QUICK SHOP,4311 S MALCOLM X BLVD,,75215,2017-01-08,100,routine
KWIK STOP #9,1909 MLK BLVD,,75215,2017-01-08,100,routine
LITTLE WORLD GROCERY,4600 S MALCOLM X BLVD,,75215,2017-01-08,100,routine
VILLAGE BAKERY,1921 GREENVILLE AVE,,75206,2017-01-09,87,follow-up
SOUTH DALLAS CAFE,7035 MARVIN D LOVE FRWY,,75237,2017-01-09,70,routine
PARK LN FOOD TO GO,8336 PARK LN,#B,75231,2017-01-09,76,routine
SID'S FOOD MART,13317 KLEBERG RD,,75253,2017-01-09,76,routine
PARK LN FOOD TO GO,8336 PARK LN,#B,75231,2017-01-09,80,routine
THE SHELL SHACK,2916 MCKINNEY AVE,,75204,2017-01-09,80,routine
THE STANDARD POUR,2900 MCKINNEY AVE,,75204,2017-01-09,80,routine
CAFETERIA Y LONCHERIA EL PADRINO #2,1215 S BUCKNER BLVD,,75217,2017-01-09,83,routine
MIDWAY BEVERAGE,19019 MIDWAY RD,,75287,2017-01-09,83,routine
SHIVAS BAR & GRILL,1907 GREENVILLE AVE,,75206,2017-01-09,85,routine
SUNNY SOUTH BBQ,4930 SECOND AVE,,75210,2017-01-09,85,routine
PUBLIC SCHOOL #214,3700 MCKINNEY AVE,#148,75204,2017-01-09,86,routine
THE ALCOVE,2907 STATE ST,,75204,2017-01-09,87,routine
THE OLD CROW,1911 GREENVILLE AVE,,75206,2017-01-09,87,routine
SCHLOTZSKY'S,1152 N BUCKNER BLVD,#124,75218,2017-01-09,88,routine
TAQUERIA FONDITA CELAYA,10573 DENTON DR,,75220,2017-01-09,88,routine
TONY'S PIZZA & PASTA,18918 MIDWAY RD,#100,75287,2017-01-09,88,routine
LITTLE CEASARS PIZZA #1617-009,1515 N COCKRELL HILL RD,#103,75211,2017-01-09,89,routine
LITTLE ORANGE CANTINA,600 N PEARL ST,#G101,75201,2017-01-09,89,routine
NAZCA KITCHEN,8041 WALNUT HILL LN,854,75231,2017-01-09,89,routine
POTBELLY SANDWICH WORKS,5921 FOREST LN,,75230,2017-01-09,89,routine
GOOD LUCK DRIVE IN #3,5018 SECOND AVE,,75210,2017-01-09,90,routine
MIDWAY MARKET CHICKEN EXPRESS,18221 MIDWAY RD,,75252,2017-01-09,90,routine
SEANEEN MART,1041 S BECKLEY AVE,,75203,2017-01-09,90,routine
THE STANDARD POUR (OUTSIDE BAR),2900 MCKINNEY AVE,,75204,2017-01-09,90,routine
TORCHY'S TACOS #6,5921 FOREST LN,#200,75220,2017-01-09,90,routine
SNAPPY SALADS,5915 FOREST LN,#300,75230,2017-01-09,91,routine
WHATABURGER #707,2741 N STEMMONS FRWY,,75207,2017-01-09,91,routine
NANYS CAFE,2201 MAIN ST,#103,75201,2017-01-09,92,routine
PAUL'S EXXON,2052 FORT WORTH AVE,,75208,2017-01-09,92,routine
CAFETERIA 2ND FLOOR,7502 GREENVILLE AVE,#200,75231,2017-01-09,93,routine
PHILLY TOWN,600 N PEARL EXPW,#G103,75201,2017-01-09,93,routine
SUSHI ONE,700 N PEARL ST,#G102,75201,2017-01-09,93,routine
TEJAS QUICK TAQUERIA,1700 W TENTH ST,,75208,2017-01-09,93,routine
C. PLACE (CONFERENCE) 42FLR,2711 N HASKELL AVE,42 FL,75204,2017-01-09,94,routine
CAFETERIA 2ND FLOOR,7502 GREENVILLE AVE,#200,75231,2017-01-09,94,routine
NOBLE RAY BREWING COMPANY,2636 FARRINGTON ST,,75207,2017-01-09,94,routine
SAMMY'S BARBEQUE,2126 LEONARD ST,,75201,2017-01-09,94,routine
SNAPPY SALADS,5915 FOREST LN,#300,75230,2017-01-09,94,routine
TRADER JOE'S,2001 GREENVILLE AVE,,75206,2017-01-09,94,routine
WALGREENS #04013,18207 MIDWAY RD,,75252,2017-01-09,94,routine
WOLFGANG PUCK-CATERING KITCHEN L2,400 S HOUSTON ST,3F,75202,2017-01-09,94,routine
DAVE & BUSTERS,9450 N CENTRAL EXPW,,75231,2017-01-09,95,routine
PERIDOT COFFEE,2240 ROYAL LN,#101,75229,2017-01-09,95,routine
ONE STOP DICKEY'S,2324 MCKINNEY AVE,,75201,2017-01-09,96,routine
SMOOTHIE KING,650 N PEARL EXPW,#H105,75201,2017-01-09,96,routine
WOLFGANG PUCK CATERING-PASTRY KITCHEN 3RD FLR,400 S HOUSTON ST,3F,75202,2017-01-09,96,routine
BECKS PRIME,5931 FOREST LN,,75230,2017-01-09,97,routine
BISOUS BISOUS P̢TISSERIE,3700 MCKINNEY AVE,#150,75204,2017-01-09,97,routine
IN-N-OUT BURGER (TEST KITCHEN),3901 ADLER DR,200,75211,2017-01-09,97,routine
PARKER UNIVERSITY,2540 WALNUT HILL LN,S109,75229,2017-01-09,97,routine
PAYLESS FOOD & BEER WINE,3249 DAWES DR,,75211,2017-01-09,97,routine
PINNACLE POINT FOOD MART,1417 N COCKRELL HILL RD,101,75211,2017-01-09,97,routine
RESIDENCE INN STORE,6950 N STEMMONS FRWY,,75247,2017-01-09,97,routine
STARBUCKS 1ST FL,7502 GREENVILLE AVE,#200,75231,2017-01-09,97,routine
THE AMADI GUESS FOUNDATION,7700 BROOKHOLLOW DR,,75235,2017-01-09,97,routine
NEW WOK EXPRESS,1212 S BUCKNER BLVD,,75217,2017-01-09,98,routine
STARBUCKS IN TARGET STORES -T0875,2417 N HASKELL AVE,,75204,2017-01-09,98,routine
TARGET #T875,2417 N HASKELL AVE,,75204,2017-01-09,98,routine
WOLFGANG PUCK - BAR GRAND HALL,400 S HOUSTON ST,3F,75202,2017-01-09,98,routine
PACIUGO,5915 FOREST LN,#320,75230,2017-01-09,99,routine
K CONVENIENCE -LOUISIANA FAMOUS FRIED CHICKEN,4818 SECOND AVE,,75210,2017-01-09,100,routine
RESIDENCE INN/DALLAS MKT CENTER,6950 N STEMMONS FRWY,,75247,2017-01-09,100,routine
WOLFGANG PUCK CATERING & EVENTS-BAR EAST,400 S HOUSTON ST,3F,75202,2017-01-09,100,routine
WOLFGANG PUCK CATERING & EVENTS-BAR WEST,400 S HOUSTON ST,3F,75202,2017-01-09,100,routine
WOLFGANG PUCK CATERING-BUTCHER ROOM,400 S HOUSTON ST,3F,75202,2017-01-09,100,routine
WOLFGANG PUCK CATERING-DOCK AREA,400 S HOUSTON ST,3F,75202,2017-01-09,100,routine
TAQUERIA LA VICTORIA,2851 S WESTMORELAND RD,,75233,2017-01-10,59,routine
DONUTS N COFFEE,3232 W ILLINOIS AVE,100,75211,2017-01-10,65,routine
SOUTHERN FOLKS RESTAURANT,3068 FOREST LN,#111,75234,2017-01-10,66,routine
TJ CAJUN SEAFOOD & WINGS,8131 FOREST LN,,75243,2017-01-10,75,routine
HOT DONUTS,6859 ARAPAHO RD,#607,75248,2017-01-10,81,routine
HOWARD WANG CHINA GRILL,4343 W NORTHWEST HWY,#345,75220,2017-01-10,81,routine
7-11 #26702,3637 FOREST LN,,75234,2017-01-10,82,routine
MARISCO LA REYNA #2,909 W DAVIS ST,,75208,2017-01-10,82,routine
HYATT HOUSE HOTEL,2914 HARRY HINES BLVD,,75201,2017-01-10,83,routine
FERNANDO'S MEXICAN CUISINE,4347 W NORTHWEST HWY,#100,75220,2017-01-10,84,routine
LA MICHOACANA TAQUERIA,9850 WALNUT HILL LN,224,75238,2017-01-10,84,routine
MI COCINA,11661 PRESTON RD,#138,75230,2017-01-10,84,routine
ALOFT DALLAS,1033 YOUNG ST,#100,75202,2017-01-10,85,routine
ATOMIC PIE BAR,9660 AUDELIA RD,#117,75238,2017-01-10,85,routine
PRESTON HOLLOW GRILL,4343 W NORTHWEST HWY,#300,752203832,2017-01-10,86,routine
SONIC DRIVE IN,3555 FOREST LN,,75234,2017-01-10,86,routine
CHURCH'S CHICKEN #4835,3601 FOREST LN,,75234,2017-01-10,87,routine
CICI'S PIZZA,7879 SPRING VALLEY RD,139,75240,2017-01-10,87,routine
CINDI'S DELI & BAKERY,3565 FOREST LN,,75234,2017-01-10,87,routine
EGG ROLL EXPRESS,3611 FOREST LN,,75234,2017-01-10,88,routine
EL POLLO REGIO,3130 W NORTHWEST HWY,,75220,2017-01-10,88,routine
FAT STAWS,11810 PRESTON RD,#150,75230,2017-01-10,88,routine
GOLDEN CHICK,16740 HILLCREST RD,,75248,2017-01-10,88,routine
KOREA HOUSE,2598 ROYAL LN,,75229,2017-01-10,88,routine
MCDONALDS,9301 FOREST LN,,75243,2017-01-10,88,routine
TEN BELLS TAVERN,232 W SEVENTH ST,,75208,2017-01-10,88,routine
TIGER MART #35,7110 S COCKRELL HILL RD,,75236,2017-01-10,88,routine
CIRCLE M STORE 1,3401 ST FRANCIS AVE,,75228,2017-01-10,89,routine
KFC,3633 FOREST LN,,75234,2017-01-10,89,routine
GIOVANNI CAFE,1420 W MOCKINGBIRD LN,#105,75247,2017-01-10,90,routine
LAUREN'S CAFE 2,1111 W MOCKINGBIRD LN,150,75247,2017-01-10,90,routine
RESIDENT TAQUERIA,9661 AUDELIA RD,#112,75238,2017-01-10,90,routine
STARBUCKS COFFEE #6253,6859 ARAPAHO RD,#609,75248,2017-01-10,90,routine
TACO CABANA,2635 N STEMMONS FRWY,,75207,2017-01-10,90,routine
7-ELEVEN CONVENIENCE STORE #35414J,15707 HILLCREST RD,,75248,2017-01-10,91,routine
ASMARA GROCERY,5338 LINDSLEY AVE,,75223,2017-01-10,91,routine
LA MICHOACANA MEAT MARKET,9850 WALNUT HILL LN,224,75238,2017-01-10,91,routine
OCEAN PRIME,2101 CEDAR SPRINGS RD,132,75201,2017-01-10,91,routine
EDIBLE ALOFT,1033 YOUNG ST,50,75202,2017-01-10,92,routine
SUBWAY,1222 COMMERCE ST,150,75202,2017-01-10,92,routine
JK GOURMET,4710 W LOVERS LN,,75209,2017-01-10,93,routine
KOKIRI RESTAURANT,11441 N STEMMONS FRWY,#137,75229,2017-01-10,93,routine
LA ACAPULQUENA RESTAURANT,2706 SAMUELL BLVD,,75223,2017-01-10,93,routine
ILLINOIS FOOD MART,225 W ILLINOIS AVE,,75224,2017-01-10,94,routine
LA MICHOACANA GROCERY,9850 WALNUT HILL LN,224,75238,2017-01-10,94,routine
RAVENNA,1301 MAIN ST,#100,75202,2017-01-10,94,routine
AAC #105,14106 DALLAS PKWY,,75254,2017-01-10,95,routine
MAMA'S DAUGHTER'S DINER,2610 ROYAL LN,,75229,2017-01-10,95,routine
POPEYES,3561 FOREST LN,,75234,2017-01-10,95,routine
UPTOWN SUNDRY & GIFTS,2101 CEDAR SPRINGS RD,#160,75201,2017-01-10,95,routine
BOWLOUNGE,167 TURTLE CREEK BLVD,#103,75207,2017-01-10,96,routine
DOMINO'S PIZZA,1820 W MOCKINGBIRD LN,#10,75235,2017-01-10,96,routine
PANDA EXPRESS,15204 MONTFORT DR,,75248,2017-01-10,96,routine
GATEWAY,12123 HILLCREST RD,,75230,2017-01-10,97,routine
HYATT HOUSE HOTEL - MARKET,2914 HARRY HINES BLVD,,75201,2017-01-10,98,routine
CORNER BAKERY CAFE,5225 BELTLINE RD,,75251,2017-01-10,99,routine
HBK SERVICES,2101 CEDAR SPRINGS RD,#700,75201,2017-01-10,99,routine
PATIO BAR,2101 CEDAR SPRINGS RD,132,75201,2017-01-10,99,routine
BUY BUY BABY,13900 DALLAS PKWY,,75240,2017-01-10,100,routine
POP'S CORN SHOP,1201 MAIN ST,#P-25,75202,2017-01-10,100,routine
LAKEWEST REHABILITATION AND,2450 BICKERS ST,,75212,2017-01-11,67,routine
FIESTA MART #65 DELI,2225 W LEDBETTER DR,,75224,2017-01-11,80,routine
LAS CHAMOYADA,3223 DAWES DR,,75211,2017-01-11,80,routine
LUBY'S CAFETERIA #196,6221 E MOCKINGBIRD LN,,75214,2017-01-11,80,routine
MING PLACE CHINA BISTRO,5715 LEMMON AVE,#3,75209,2017-01-11,82,routine
7-ELEVEN CONVENIENCE STORE #37015 A,2400 W LEDBETTER DR,,75224,2017-01-11,83,routine
TAQUERIA TAXCO,2909 IRVING BLVD,,75247,2017-01-11,85,routine
FIESTA #65 GROCERY,2225 W LEDBETTER DR,,75224,2017-01-11,86,routine
I FRATELLI PIZZA,6109 GREENVILLE AVE,A1,75206,2017-01-11,86,routine
RONNIE'S CATFISH,2538 SECOND AVE,,75210,2017-01-11,86,routine
TAQUERIA LA TEJANITA,6769 ABRAMS RD,#B,75231,2017-01-11,86,routine
AL KABOB GRILL & CAFE,11357 HARRY HINES BLVD,,75220,2017-01-11,87,routine
ATRIO RESTAURANT,2727 N STEMMONS FRWY,,75207,2017-01-11,87,routine
TEXACO,7205 FERGUSON RD,,75228,2017-01-11,87,routine
DEL NORTE BAKERY,7726 FERGUSON RD,,75228,2017-01-11,88,routine
DICKEY'S BARBEQUE,6243 RETAIL RD,#400,75220,2017-01-11,88,routine
WALNUT GLEN CAFE,8144 WALNUT HILL LN,#B41,75231,2017-01-11,88,routine
WESTERN CHICKEN,6868 SHADY BROOK LN,,75231,2017-01-11,88,routine
DAVIS FISH MARKET,2536 SECOND AVE,,75210,2017-01-11,89,routine
ELAINE'S KITCHEN,2717 MLK BLVD,,75215,2017-01-11,90,routine
FIESTA MART #65 BAKERY DEPT,2225 W LEDBETTER DR,,75224,2017-01-11,90,routine
FIRESIDE PIES,7709 INWOOD RD,,75209,2017-01-11,90,routine
KFC,6130 E MOCKINGBIRD LN,,75206,2017-01-11,90,routine
NEW YORK BAKERY,2240 ROYAL LN,#104,75229,2017-01-11,90,routine
POTBELLY SANDWICH WORKS,5715 LEMMON AVE,,75209,2017-01-11,90,routine
SUBWAY SANDWICHES,400 N ST PAUL ST,#100,75201,2017-01-11,90,routine
EMERALD CITY,2532 MLK BLVD,,75215,2017-01-11,91,routine
"MIJAS CAFETERIA, LLC",8700 N STEMMONS FRWY,#105,75247,2017-01-11,91,routine
CREATIVE CUISINE,8321 LEMMON AVE,#250,75209,2017-01-11,92,routine
FIESTA MART #65 PRODUCE,2225 W LEDBETTER DR,,75224,2017-01-11,92,routine
ROOTS ON TAP,3613 PARRY AVE,#A,75226,2017-01-11,92,routine
TROLLEY STOP CAFE,400 N ST PAUL ST,#130,75201,2017-01-11,92,routine
WESTIN PARK CENTRAL BAR,12720 MERIT DR,,75251,2017-01-11,92,routine
FONDA MI TLAPEHUALA,8282 SPRING VALLEY RD,#250,75240,2017-01-11,93,routine
LA QUNITA BREAKFAST BAR,8300 JOHN W CARPENTER FRWY,,75247,2017-01-11,93,routine
TOM THUMB #2534 GROCERY,6333 E MOCKINGBIRD LN,,75214,2017-01-11,93,routine
WALGREENS #04203,438 W ILLINOIS AVE,,75224,2017-01-11,93,routine
WESTIN MAIN KITCHEN,12720 MERIT DR,,75251,2017-01-11,93,routine
ARBY'S #5711,6363 GREENVILLE AVE,,75206,2017-01-11,94,routine
ORANGE CHICKEN,6107 GREENVILLE AVE,,75206,2017-01-11,94,routine
POLLO REGIO,13302 PRESTON RD,,75240,2017-01-11,94,routine
TOP GOLF USA,8787 PARK LN,BLDG1,75231,2017-01-11,94,routine
WESTIN CAFE IN THE PARK,12720 MERIT DR,,75251,2017-01-11,94,routine
CARL'S JR,3635 W NORTHWEST HWY,,75229,2017-01-11,95,routine
FIESTA #65 MEAT,2225 W LEDBETTER DR,,75224,2017-01-11,95,routine
FIESTA MART #65 SEAFOOD DEPT,2225 W LEDBETTER DR,,75224,2017-01-11,95,routine
TOM THUMB #2534 BAKERY/DELI,6333 E MOCKINGBIRD LN,,75214,2017-01-11,95,routine
TOM THUMB #2534 MEAT,6333 E MOCKINGBIRD LN,,75214,2017-01-11,95,routine
WESTIN 20TH FLOOR,12720 MERIT DR,,75251,2017-01-11,95,routine
JEANNIE'S CHINESE,5441 ALPHA RD,#102,75240,2017-01-11,96,routine
JUBILEE COMMUNITY CENTER,907 BANK ST,,75223,2017-01-11,96,routine
KC'S BAR & GRILL,3317 S MALCOLM X BLVD,,75215,2017-01-11,96,routine
LEE'S GROCERY,3839 DIXON AVE,,75210,2017-01-11,96,routine
WESTIN BANQUET,12720 MERIT DR,,75251,2017-01-11,96,routine
JAMBA JUICE,5923 GREENVILLE AVE,,75206,2017-01-11,97,routine
MCDONALDS,14770 PRESTON RD,,75254,2017-01-11,97,routine
ROOTS PRESSED JUICES,3527 OAK LAWN AVE,,75219,2017-01-11,97,routine
STARBUCKS COFFEE,5715 LEMMON AVE,#1,75209,2017-01-11,97,routine
PARADISE BAKERY & CAFE,13710 DALLAS PKWY,H-1,75240,2017-01-11,98,routine
WESTIN PASTRY,12720 MERIT DR,,75251,2017-01-11,98,routine
ATRIO BAR,2727 N STEMMONS FRWY,,75207,2017-01-11,99,routine
CVS PHARMACY,4202 ROSS AVE,,75204,2017-01-11,99,routine
SNAP KITCHEN,5627 W LOVERS LN,,75209,2017-01-11,99,routine
WESTIN EMPLOYEE KITCHEN,12720 MERIT DR,,75251,2017-01-11,99,routine
AFRICAN AMERICAN MUSEUM,3536 GRAND AVE,,75210,2017-01-11,100,routine
BENTON LOUNGE,4814 SECOND AVE,,75210,2017-01-11,100,routine
THE CORNER LOUNGE,5328 S LAMAR ST,,75215,2017-01-11,100,routine
TWO CORKS & A BOTTLE,2800 ROUTH ST,#140,75201,2017-01-11,100,routine
WESTIN MCNELLEY'S,12720 MERIT DR,,75251,2017-01-11,100,routine
LA CALLE DOCE IN LAKEWOOD,1925 SKILLMAN ST,,75206,2017-01-12,90,follow-up
RIO BRAVO MEXICAN RESTAURANT & SEAFOOD & BAR,8102 LBJ FRWY,#100,75251,2017-01-12,96,follow-up
JAKE'S,6606 SKILLMAN ST,,75231,2017-01-12,64,routine
SUBWAY SANDWICHES,2231 W LEDBETTER DR,#320,75224,2017-01-12,72,routine
TACO EL VIAJERO,9516 WEBB CHAPEL RD,,75220,2017-01-12,74,routine
MEADOW PARK CAFE & GRILL,10440 N CENTRAL EXPW,#200,75231,2017-01-12,76,routine
EGG ROLL EXPRESS,14050 PEYTON DR,,75240,2017-01-12,80,routine
EL MERENDERO RESTAURANT,333 W MOCKINGBIRD LN,,75247,2017-01-12,80,routine
HAN BAT SHULLUNG TANG,2257 ROYAL LN,#101,75220,2017-01-12,80,routine
LA CASITA DE MEXICO,2888 FOREST LN,,75234,2017-01-12,80,routine
FRUITITA'S,539 W JEFFERSON BLVD,,75208,2017-01-12,81,routine
GINGER THAI COUISINE,3797 FOREST LN,#107-,75234,2017-01-12,81,routine
LEDBETTER FOOD & GAS,3633 W LEDBETTER DR,,75233,2017-01-12,81,routine
